created_at,text,screen_name,source,location,followers_count,friends_count,retweet_count,favourite_count,language,sentiment_polarity
(['Fri Jun 24 11:28:28 +0000 2022'," ""b'RT @goal: Lionel Andres Messi. https://t.co/wwyLLjVxQk'""", 'YoussefSherifS4'," '""<a href=""""https://mobile.twitter.com"""" rel=""""nofollow"""">Twitter Web App</a>""'", '', '18', '974', '', '', ''], 'Neutral')
(['Fri Jun 24 11:28:29 +0000 2022'," ""b'Just look at Griezmann'""", 'charleschikezie'," '""<a href=""""http://twitter.com/download/android"""" rel=""""nofollow"""">Twitter for Android</a>""'", 'Nigeria', '616', '1102', '', '', ''], 'Neutral')
(['Fri Jun 24 11:28:29 +0000 2022'," ""b'RT @goal: Lionel Andres Messi. https://t.co/wwyLLjVxQk'""", 'RastaMan_17'," '""<a href=""""http://twitter.com/download/iphone"""" rel=""""nofollow"""">Twitter for iPhone</a>""'", 'En tu mente...', '918', '718', '', '', ''], 'Neutral')
(['Fri Jun 24 11:28:30 +0000 2022'," ""b'RT @goal: HAPPY 35TH BIRTHDAY TO LIONEL MESSI  https://t.co/M4xN2YdhTX'""", 'AhmedElshikhe8'," '""<a href=""""http://twitter.com/download/android"""" rel=""""nofollow"""">Twitter for Android</a>""'", '', '407', '376', '', '', ''], 'Neutral')
(['Fri Jun 24 11:28:30 +0000 2022'," ""b'RT @footbalmesi: Lionel Messi 18/19:\\n\\n- Most goals in Europe\\n- Most goals in UCL\\n- Most MOTM awards\\n- Most assists in La Liga\\n- Most G/A co'""", 'Ivar__trx'," '""<a href=""""http://twitter.com/download/iphone"""" rel=""""nofollow"""">Twitter for iPhone</a>""'", 'Kattegat', '1570', '555', '', '', ''], 'Neutral')
(['Fri Jun 24 11:28:31 +0000 2022'," ""b'RT @goal: HAPPY 35TH BIRTHDAY TO LIONEL MESSI  https://t.co/M4xN2YdhTX'""", 'badru_yahya'," '""<a href=""""http://twitter.com/download/android"""" rel=""""nofollow"""">Twitter for Android</a>""'", '', '22', '560', '', '', ''], 'Neutral')
(['Fri Jun 24 11:28:32 +0000 2022'," ""b'RT @goal: HAPPY 35TH BIRTHDAY TO LIONEL MESSI  https://t.co/M4xN2YdhTX'""", 'A_Geroux'," '""<a href=""""http://twitter.com/download/iphone"""" rel=""""nofollow"""">Twitter for iPhone</a>""'", '', '47', '163', '', '', ''], 'Neutral')
(['Fri Jun 24 11:28:33 +0000 2022'," ""b'RT @brfootball: Lionel Messi celebrates his 35th birthday today.\\n\\nA candle for every trophy he won at Barcelona  https://t.co/GuJVXUN7EF'""", 'kwuo14'," '""<a href=""""http://twitter.com/download/iphone"""" rel=""""nofollow"""">Twitter for iPhone</a>""'", 'Ghana', '660', '3750', '', '', ''], 'Neutral')
(['Fri Jun 24 11:28:34 +0000 2022'," '""b""""RT @59748messiani: yi ki dodun Lionel Messi.\\n\\n 974 Ma \\n 769 Gol\\n 331 Asist\\n\\n 7 Ballon d\'Or \\n 6 Altn ayakkab \\n 40 Kupa \\n\\nBir n""""""'", 'Yunusdaal13'," '""<a href=""""http://twitter.com/download/iphone"""" rel=""""nofollow"""">Twitter for iPhone</a>""'", 'Fenerbahçe', '265', '326', '', '', ''], 'Neutral')
(['Fri Jun 24 11:28:35 +0000 2022'," '""b""""RT @lnstantFoot: Joyeux anniversaire au meilleur joueur de l\'histoire du football : Lionel Messi fte aujourd\'hui ses 35 ans !  https:/""""""'", 'BaderMaftah'," '""<a href=""""http://twitter.com/download/iphone"""" rel=""""nofollow"""">Twitter for iPhone</a>""'", 'marocain ✨', '785', '643', '', '', ''], 'Neutral')
(['Fri Jun 24 11:28:35 +0000 2022'," ""b'RT @goal: HAPPY 35TH BIRTHDAY TO LIONEL MESSI  https://t.co/M4xN2YdhTX'""", 'Alanvickyturere'," '""<a href=""""http://twitter.com/download/android"""" rel=""""nofollow"""">Twitter for Android</a>""'", '', '25', '65', '', '', ''], 'Neutral')
(['Fri Jun 24 11:28:35 +0000 2022'," ""b'RT @goal: Lionel Andres Messi. https://t.co/wwyLLjVxQk'""", 'lacunzapablo'," '""<a href=""""http://twitter.com/download/iphone"""" rel=""""nofollow"""">Twitter for iPhone</a>""'", 'Argentina', '47', '403', '', '', ''], 'Neutral')
(['Fri Jun 24 11:28:36 +0000 2022'," ""b'RT @goal: Lionel Andres Messi. https://t.co/wwyLLjVxQk'""", 'Hernandez32445'," '""<a href=""""http://twitter.com/download/android"""" rel=""""nofollow"""">Twitter for Android</a>""'", '', '131', '281', '', '', ''], 'Neutral')
(['Fri Jun 24 11:28:36 +0000 2022'," '""b""""RT @ESPNFC: Lionel Messi turns 35 today.\\n\\nThe man was born to win Ballon d\'Ors  https://t.co/UeYnWRCnr1""""""'", 'jumbez_jack'," '""<a href=""""http://twitter.com/download/android"""" rel=""""nofollow"""">Twitter for Android</a>""'", 'Nairobi ', '111', '164', '', '', ''], 'Neutral')
(['Fri Jun 24 11:28:38 +0000 2022'," ""b'RT @goal: Lionel Andres Messi. https://t.co/wwyLLjVxQk'""", 'AbdelAzxiz'," '""<a href=""""http://twitter.com/download/iphone"""" rel=""""nofollow"""">Twitter for iPhone</a>""'", 'United Arab Emirates', '94', '87', '', '', ''], 'Neutral')
(['Fri Jun 24 11:28:38 +0000 2022'," ""b'RT @goal: Lionel Andres Messi. https://t.co/wwyLLjVxQk'""", 'Norbert60976479'," '""<a href=""""http://twitter.com/download/android"""" rel=""""nofollow"""">Twitter for Android</a>""'", '', '1288', '4621', '', '', ''], 'Neutral')
(['Fri Jun 24 11:28:39 +0000 2022'," ""b'RT @goal: Lionel Andres Messi. https://t.co/wwyLLjVxQk'""", 'hama_salar1'," '""<a href=""""http://twitter.com/download/android"""" rel=""""nofollow"""">Twitter for Android</a>""'", 'music cafe', '1653', '643', '', '', ''], 'Neutral')
(['Fri Jun 24 11:28:39 +0000 2022'," ""b'RT @LyesBouzidi10: Lionel Messi - The Story\\n\\nPart of The Journey is The End\\n\\n https://t.co/jYkdNY2DZM'""", 'Samar_Anand_4'," '""<a href=""""http://twitter.com/download/android"""" rel=""""nofollow"""">Twitter for Android</a>""'", 'Anantapur - Bangalore', '195', '337', '', '', ''], 'Neutral')
(['Fri Jun 24 11:28:39 +0000 2022'," ""b'RT @brfootball: Lionel Messi celebrates his 35th birthday today.\\n\\nA candle for every trophy he won at Barcelona  https://t.co/GuJVXUN7EF'""", 'himanidewitt'," '""<a href=""""http://twitter.com/download/iphone"""" rel=""""nofollow"""">Twitter for iPhone</a>""'", '', '406', '583', '', '', ''], 'Neutral')
(['Fri Jun 24 11:28:39 +0000 2022'," ""b'RT @brfootball: Lionel Messi celebrates his 35th birthday today.\\n\\nA candle for every trophy he won at Barcelona  https://t.co/GuJVXUN7EF'""", 'jumbez_jack'," '""<a href=""""http://twitter.com/download/android"""" rel=""""nofollow"""">Twitter for Android</a>""'", 'Nairobi ', '111', '164', '', '', ''], 'Neutral')
(['Fri Jun 24 11:28:39 +0000 2022'," ""b'RT @Naija_PR: World Lionel Messi Day \\n\\nHappy Birthday Idan gangan  https://t.co/FV6Bw0JcRt'""", 'supereno0022'," '""<a href=""""http://twitter.com/download/android"""" rel=""""nofollow"""">Twitter for Android</a>""'", '', '287', '1246', '', '', ''], 'Neutral')
(['Fri Jun 24 11:28:40 +0000 2022'," ""b'RT @PortalMessi: 35 anos do melhor jogador da histria. 35 anos de Lionel Messi. \\n\\n#Messi35 https://t.co/je8ucDrXeH'""", 'rui_silva12344'," '""<a href=""""http://twitter.com/download/android"""" rel=""""nofollow"""">Twitter for Android</a>""'", 'Paredes', '56', '213', '', '', ''], 'Neutral')
(['Fri Jun 24 11:28:41 +0000 2022'," ""b'Benzema 10 5*gt et hop on fini fifa'""", 'haychmaych12'," '""<a href=""""http://twitter.com/download/iphone"""" rel=""""nofollow"""">Twitter for iPhone</a>""'", '', '12', '59', '', '', ''], 'Neutral')
(['Fri Jun 24 11:28:44 +0000 2022'," '""b""""RT @lnstantFoot: Joyeux anniversaire au meilleur joueur de l\'histoire du football : Lionel Messi fte aujourd\'hui ses 35 ans !  https:/""""""'", 'ethaaanjourno'," '""<a href=""""http://twitter.com/download/iphone"""" rel=""""nofollow"""">Twitter for iPhone</a>""'", '06', '148', '71', '', '', ''], 'Neutral')
(['Fri Jun 24 11:28:46 +0000 2022'," '""b""""RT @sportbible:  974 Games\\n 769 Goals\\n 331 Assists\\n 7 Ballon d\'Ors\\n 40 Trophies\\n\\nHappy Birthday to Lionel Messi who turns 35 today """"""'", 'MartinCabo1503'," '""<a href=""""http://twitter.com/download/iphone"""" rel=""""nofollow"""">Twitter for iPhone</a>""'", 'Colombia', '26', '390', '', '', ''], 'Neutral')
(['Fri Jun 24 11:28:46 +0000 2022'," ""b'RT @brfootball: Lionel Messi celebrates his 35th birthday today.\\n\\nA candle for every trophy he won at Barcelona  https://t.co/GuJVXUN7EF'""", 'Irey211'," '""<a href=""""http://twitter.com/download/android"""" rel=""""nofollow"""">Twitter for Android</a>""'", 'outside', '421', '366', '', '', ''], 'Neutral')
(['Fri Jun 24 11:28:46 +0000 2022'," ""b' END OF DISCUSSION'""", 'SpeedyG_Luis13'," '""<a href=""""http://twitter.com/download/iphone"""" rel=""""nofollow"""">Twitter for iPhone</a>""'", 'Florida🍊', '360', '197', '', '', ''], 'Neutral')
(['Fri Jun 24 11:28:47 +0000 2022'," ""b'RT @brfootball: Lionel Messi celebrates his 35th birthday today.\\n\\nA candle for every trophy he won at Barcelona  https://t.co/GuJVXUN7EF'""", 'AdeDamola_____'," '""<a href=""""http://twitter.com/download/android"""" rel=""""nofollow"""">Twitter for Android</a>""'", '', '1186', '988', '', '', ''], 'Neutral')
(['Fri Jun 24 11:28:47 +0000 2022'," ""b'RT @goal: Lionel Andres Messi. https://t.co/wwyLLjVxQk'""", 'A_Geroux'," '""<a href=""""http://twitter.com/download/iphone"""" rel=""""nofollow"""">Twitter for iPhone</a>""'", '', '47', '163', '', '', ''], 'Neutral')
(['Fri Jun 24 11:28:47 +0000 2022'," ""b'RT @brfootball: Lionel Messi celebrates his 35th birthday today.\\n\\nA candle for every trophy he won at Barcelona  https://t.co/GuJVXUN7EF'""", 'chemalocs'," '""<a href=""""http://twitter.com/download/iphone"""" rel=""""nofollow"""">Twitter for iPhone</a>""'", 'Bay area ', '1040', '1284', '', '', ''], 'Neutral')
(['Fri Jun 24 11:28:48 +0000 2022'," ""b'RT @goal: Lionel Andres Messi. https://t.co/wwyLLjVxQk'""", 'nahueljunco10'," '""<a href=""""http://twitter.com/download/iphone"""" rel=""""nofollow"""">Twitter for iPhone</a>""'", 'República Oriental de Peñarol ', '359', '346', '', '', ''], 'Neutral')
(['Fri Jun 24 11:28:48 +0000 2022'," ""b'Hard to believe the two best footballers in the world share their birthdays and also number 1 and 2 left foots ever https://t.co/ywqhv6I8Ci'""", 'Danny_G94'," '""<a href=""""http://twitter.com/download/iphone"""" rel=""""nofollow"""">Twitter for iPhone</a>""'", 'Portaferry. Ireland', '402', '1001', '', '', ''], 'Neutral')
(['Fri Jun 24 11:28:48 +0000 2022'," ""b'RT @brfootball: Lionel Messi celebrates his 35th birthday today.\\n\\nA candle for every trophy he won at Barcelona  https://t.co/GuJVXUN7EF'""", 'Nifemii14'," '""<a href=""""http://twitter.com/download/iphone"""" rel=""""nofollow"""">Twitter for iPhone</a>""'", '', '133', '156', '', '', ''], 'Neutral')
(['Fri Jun 24 11:28:48 +0000 2022'," ""b' Creemos firmemente que el 24 de Junio debera declararse como fecha patria en #Argentina \\n\\n Lionel Andrs https://t.co/7k9PrDNhjc'""", 'okdobleamarilla'," '""<a href=""""http://twitter.com/download/iphone"""" rel=""""nofollow"""">Twitter for iPhone</a>""'", 'IG: /dobleamarillaok', '48526', '3823', '', '', ''], 'Neutral')
(['Fri Jun 24 11:28:49 +0000 2022'," ""b'Joyeux anniversaire au meilleur joueur de la plante Lionel Messi \\nTu est le meilleur https://t.co/iX6NHuvtk6'""", 'ADemdiallo'," '""<a href=""""http://twitter.com/download/android"""" rel=""""nofollow"""">Twitter for Android</a>""'", '', '58', '521', '', '', ''], 'Neutral')
(['Fri Jun 24 11:28:49 +0000 2022'," ""b'RT @goal: HAPPY 35TH BIRTHDAY TO LIONEL MESSI  https://t.co/M4xN2YdhTX'""", 'richie_delight'," '""<a href=""""http://twitter.com/download/iphone"""" rel=""""nofollow"""">Twitter for iPhone</a>""'", '', '576', '686', '', '', ''], 'Neutral')
(['Fri Jun 24 11:28:49 +0000 2022'," '""b""""comme d\'hab choke un penalty dcisif pour  gros fils de pvte jouer de merde""""""'", 'huitparedes'," '""<a href=""""http://twitter.com/download/android"""" rel=""""nofollow"""">Twitter for Android</a>""'", '', '46', '39', '', '', ''], 'Neutral')
(['Fri Jun 24 11:28:49 +0000 2022'," '""b""""THEIR GOAT\'S GOAT""""""'", 'stankobby'," '""<a href=""""https://mobile.twitter.com"""" rel=""""nofollow"""">Twitter Web App</a>""'", 'Obuasi--Ghana', '100', '344', '', '', ''], 'Neutral')
(['Fri Jun 24 11:28:49 +0000 2022'," '""b""""RT @GoalNews: Relive Lionel Messi\'s greatest moments for Barcelona in El Clasico """"""'", 'WaddeyAli'," '""<a href=""""http://twitter.com/download/iphone"""" rel=""""nofollow"""">Twitter for iPhone</a>""'", 'Maldives', '7761', '1950', '', '', ''], 'Neutral')
(['Fri Jun 24 11:28:50 +0000 2022'," ""b'RT @brfootball: Lionel Messi celebrates his 35th birthday today.\\n\\nA candle for every trophy he won at Barcelona  https://t.co/GuJVXUN7EF'""", 'SowmyaVirat18'," '""<a href=""""http://twitter.com/download/android"""" rel=""""nofollow"""">Twitter for Android</a>""'", 'Lionel Andrés Messi Era', '2260', '554', '', '', ''], 'Neutral')
(['Fri Jun 24 11:28:52 +0000 2022'," ""b'RT @LaLigaEN: Happy 35th birthday to the Lionel Messi!\\n\\nWho remembers when the Argentine wizardscored four goals in a 5-0 win fo'""", 'bncjdns'," '""<a href=""""http://twitter.com/download/android"""" rel=""""nofollow"""">Twitter for Android</a>""'", 'NYC', '803', '1371', '', '', ''], 'Neutral')
(['Fri Jun 24 11:28:53 +0000 2022'," ""b'We are never going to get another .'""", 'maurosaiete'," '""<a href=""""http://twitter.com/download/iphone"""" rel=""""nofollow"""">Twitter for iPhone</a>""'", 'South Africa', '1084', '918', '', '', ''], 'Neutral')
(['Fri Jun 24 11:28:53 +0000 2022'," ""b'           \\n        https://t.co/eBSASgo6EQ'""", 'Mohamed_A1998'," '""<a href=""""http://twitter.com/download/android"""" rel=""""nofollow"""">Twitter for Android</a>""'", 'المنيا ', '341', '185', '', '', ''], 'Neutral')
(['Fri Jun 24 11:28:53 +0000 2022'," '""b""""RT @Dauraq_: Happy birthday to greatest player of all time... Lionel Andre\'s Messi Cuccitini . https://t.co/mPk8sXqZZs""""""'", 'iamskarmal'," '""<a href=""""http://twitter.com/download/iphone"""" rel=""""nofollow"""">Twitter for iPhone</a>""'", 'BOOBS', '2166', '1683', '', '', ''], 'Neutral')
(['Fri Jun 24 11:28:53 +0000 2022'," ""b'RT @ChampionsLeague:  Lionel Messi records...\\n\\n Most group stage goals (74)\\n Most round of 16 goals (28)\\n Most Champions League goals'""", 'supereno0022'," '""<a href=""""http://twitter.com/download/android"""" rel=""""nofollow"""">Twitter for Android</a>""'", '', '287', '1246', '', '', ''], 'Neutral')
(['Fri Jun 24 11:28:55 +0000 2022'," ""b'RT @DAMIADENUGA: Is Lionel #Messi the best player in football history?\\n\\nLike - Yes\\nRetweet - No https://t.co/qZ0hSbVinx'""", 'Juniorambo2'," '""<a href=""""http://twitter.com/download/iphone"""" rel=""""nofollow"""">Twitter for iPhone</a>""'", '', '736', '877', '', '', ''], 'Neutral')
(['Fri Jun 24 11:28:56 +0000 2022'," '""b""""RT @ESPNFC: Lionel Messi turns 35 today.\\n\\nThe man was born to win Ballon d\'Ors  https://t.co/UeYnWRCnr1""""""'", 'adekunle_wasman'," '""<a href=""""http://twitter.com/download/iphone"""" rel=""""nofollow"""">Twitter for iPhone</a>""'", '', '268', '307', '', '', ''], 'Neutral')
(['Fri Jun 24 11:28:57 +0000 2022'," ""b'RT @goal: Lionel Andres Messi. https://t.co/wwyLLjVxQk'""", 'deartrevor99'," '""<a href=""""http://twitter.com/download/iphone"""" rel=""""nofollow"""">Twitter for iPhone</a>""'", 'Pretoria', '1068', '1675', '', '', ''], 'Neutral')
(['Fri Jun 24 11:28:58 +0000 2022'," '""b""""RT @sportbible:  974 Games\\n 769 Goals\\n 331 Assists\\n 7 Ballon d\'Ors\\n 40 Trophies\\n\\nHappy Birthday to Lionel Messi who turns 35 today """"""'", 'SowmyaVirat18'," '""<a href=""""http://twitter.com/download/android"""" rel=""""nofollow"""">Twitter for Android</a>""'", 'Lionel Andrés Messi Era', '2260', '554', '', '', ''], 'Neutral')
(['Fri Jun 24 11:28:58 +0000 2022'," ""b'RT @brfootball: Lionel Messi celebrates his 35th birthday today.\\n\\nA candle for every trophy he won at Barcelona  https://t.co/GuJVXUN7EF'""", 'NOTaCELEB__'," '""<a href=""""http://twitter.com/download/android"""" rel=""""nofollow"""">Twitter for Android</a>""'", 'Edge ', '836', '822', '', '', ''], 'Neutral')
(['Fri Jun 24 11:28:58 +0000 2022'," ""b'RT @goal: Lionel Andres Messi. https://t.co/wwyLLjVxQk'""", 'KingEmmy03'," '""<a href=""""http://twitter.com/download/android"""" rel=""""nofollow"""">Twitter for Android</a>""'", '', '14', '138', '', '', ''], 'Neutral')
(['Fri Jun 24 11:29:00 +0000 2022'," ""b'RT @goal: HAPPY 35TH BIRTHDAY TO LIONEL MESSI  https://t.co/M4xN2YdhTX'""", 'DiegoGo85605476'," '""<a href=""""http://twitter.com/download/iphone"""" rel=""""nofollow"""">Twitter for iPhone</a>""'", '', '0', '27', '', '', ''], 'Neutral')
(['Fri Jun 24 11:29:01 +0000 2022'," ""b'RT @goal: Lionel Andres Messi. https://t.co/wwyLLjVxQk'""", 'raKitic001'," '""<a href=""""http://twitter.com/download/android"""" rel=""""nofollow"""">Twitter for Android</a>""'", 'Earth', '63', '321', '', '', ''], 'Neutral')
(['Fri Jun 24 11:29:01 +0000 2022'," ""b'RT @Messi_Cule1899: Happy 35th Birthday to Lionel Messi \\nMr. DGAF SINCE 1987 \\nhttps://t.co/OMb6gkawFA'""", 'WorthyPublicist'," '""<a href=""""http://twitter.com/download/iphone"""" rel=""""nofollow"""">Twitter for iPhone</a>""'", 'Port Harcourt City', '24', '103', '', '', ''], 'Neutral')
(['Fri Jun 24 11:29:01 +0000 2022'," ""b'RT @goal: Lionel Andres Messi. https://t.co/wwyLLjVxQk'""", 'Koome_KE'," '""<a href=""""http://twitter.com/download/android"""" rel=""""nofollow"""">Twitter for Android</a>""'", 'World.', '606', '1019', '', '', ''], 'Neutral')
(['Fri Jun 24 11:29:02 +0000 2022'," '""b""""RT @ESPNFC: Lionel Messi turns 35 today.\\n\\nThe man was born to win Ballon d\'Ors  https://t.co/UeYnWRCnr1""""""'", 'Lau_rober'," '""<a href=""""http://twitter.com/download/android"""" rel=""""nofollow"""">Twitter for Android</a>""'", '', '581', '500', '', '', ''], 'Neutral')
(['Fri Jun 24 11:29:03 +0000 2022'," ""b'RT @Lm10Messista: Lionel Andrs Messi Cuccittini. [hilo]\\nMi carta de cumpleaos. https://t.co/flXFKJYFF9'""", 'Francoe22210680'," '""<a href=""""http://twitter.com/download/android"""" rel=""""nofollow"""">Twitter for Android</a>""'", '', '2', '30', '', '', ''], 'Neutral')
(['Fri Jun 24 11:29:03 +0000 2022'," ""b'RT @luliariasl: El cumpleaos de Lionel Messi debera ser declarado feriado nacional.'""", 'MadeByMolotov'," '""<a href=""""http://twitter.com/download/android"""" rel=""""nofollow"""">Twitter for Android</a>""'"," ""- Cerati's house.""", '66', '145', '', '', ''], 'Neutral')
(['Fri Jun 24 11:29:03 +0000 2022'," ""b'You are tripping bro someone has 800+ that should be the bar.'""", 'iamPkwesi'," '""<a href=""""http://twitter.com/download/iphone"""" rel=""""nofollow"""">Twitter for iPhone</a>""'", '', '722', '610', '', '', ''], 'Neutral')
(['Fri Jun 24 11:29:04 +0000 2022'," ""b'RT @luliariasl: El cumpleaos de Lionel Messi debera ser declarado feriado nacional.'""", 'SofAstaburuaga'," '""<a href=""""http://twitter.com/download/android"""" rel=""""nofollow"""">Twitter for Android</a>""'", 'Argentina', '83', '179', '', '', ''], 'Neutral')
(['Fri Jun 24 11:29:05 +0000 2022'," ""b''""", 'sddtodinhocrj'," '""<a href=""""http://twitter.com/download/android"""" rel=""""nofollow"""">Twitter for Android</a>""'", 'RT City - Ratolândia 🐀', '776', '1221', '', '', ''], 'Neutral')
(['Fri Jun 24 11:29:05 +0000 2022'," ""b'Not a bad player to share a birthday with https://t.co/mLtYpZhv66'""", 'oliver_ramage'," '""<a href=""""http://twitter.com/download/iphone"""" rel=""""nofollow"""">Twitter for iPhone</a>""'", '', '138', '300', '', '', ''], 'Neutral')
(['Fri Jun 24 11:29:06 +0000 2022'," '""b""""RT @sportbible:  974 Games\\n 769 Goals\\n 331 Assists\\n 7 Ballon d\'Ors\\n 40 Trophies\\n\\nHappy Birthday to Lionel Messi who turns 35 today """"""'", 'EsiTerStegen1'," '""<a href=""""http://twitter.com/download/iphone"""" rel=""""nofollow"""">Twitter for iPhone</a>""'", 'GBAR', '1900', '1675', '', '', ''], 'Neutral')
(['Fri Jun 24 11:29:06 +0000 2022'," ""b'RT @Itunu95796577: Pls help me to retweet my art \\n\\n#Raphinha #AsuuStrikeUpdate SHOWING OFF HER BODY Lionel Andres Messi Nigerian Army O'""", 'folaoflagos_'," '""<a href=""""http://twitter.com/download/android"""" rel=""""nofollow"""">Twitter for Android</a>""'", '', '84', '207', '', '', ''], 'Neutral')
(['Fri Jun 24 11:29:08 +0000 2022'," ""b'RT @goal: Lionel Andres Messi. https://t.co/wwyLLjVxQk'""", 'red_enfadado'," '""<a href=""""http://twitter.com/download/iphone"""" rel=""""nofollow"""">Twitter for iPhone</a>""'", 'Earth', '4', '60', '', '', ''], 'Neutral')
(['Fri Jun 24 11:29:08 +0000 2022'," ""b'RT @brfootball: Lionel Messi celebrates his 35th birthday today.\\n\\nA candle for every trophy he won at Barcelona  https://t.co/GuJVXUN7EF'""", 'Eyram22931766'," '""<a href=""""http://twitter.com/download/android"""" rel=""""nofollow"""">Twitter for Android</a>""'", '', '174', '80', '', '', ''], 'Neutral')
(['Fri Jun 24 11:29:08 +0000 2022'," ""b'RT @goal: HAPPY 35TH BIRTHDAY TO LIONEL MESSI  https://t.co/M4xN2YdhTX'""", 'joyoyoy811'," '""<a href=""""http://twitter.com/download/iphone"""" rel=""""nofollow"""">Twitter for iPhone</a>""'", '', '17', '216', '', '', ''], 'Neutral')
(['Fri Jun 24 11:29:09 +0000 2022'," ""b'RT @hazfcb_: The only                          The only\\nplaymaker                       goalscorer\\nwith 700+                       with 300'""", 'CHI_DYNASTY'," '""<a href=""""http://twitter.com/download/iphone"""" rel=""""nofollow"""">Twitter for iPhone</a>""'", '', '1445', '1562', '', '', ''], 'Neutral')
(['Fri Jun 24 11:29:10 +0000 2022'," ""b'Who is this please'""", 'artist_Auta'," '""<a href=""""http://twitter.com/download/android"""" rel=""""nofollow"""">Twitter for Android</a>""'", 'isolated ', '1163', '975', '', '', ''], 'Neutral')
(['Fri Jun 24 11:29:13 +0000 2022'," ""b'RT @brfootball: Lionel Messi celebrates his 35th birthday today.\\n\\nA candle for every trophy he won at Barcelona  https://t.co/GuJVXUN7EF'""", '_Yunggenesis_'," '""<a href=""""http://twitter.com/download/android"""" rel=""""nofollow"""">Twitter for Android</a>""'", 'Land of Wano', '389', '2787', '', '', ''], 'Neutral')
(['Fri Jun 24 11:29:15 +0000 2022'," ""b'RT @theequaliser__: Lionel Messi. HBD to the greatest player to ever grace a football pitch. No debates. No arguments. They call him Leo. B'""", 'DGenerationIsh'," '""<a href=""""http://twitter.com/download/iphone"""" rel=""""nofollow"""">Twitter for iPhone</a>""'", '', '228', '463', '', '', ''], 'Neutral')
(['Fri Jun 24 11:29:16 +0000 2022'," ""b'RT @brfootball: Lionel Messi celebrates his 35th birthday today.\\n\\nA candle for every trophy he won at Barcelona  https://t.co/GuJVXUN7EF'""", 'joyoyoy811'," '""<a href=""""http://twitter.com/download/iphone"""" rel=""""nofollow"""">Twitter for iPhone</a>""'", '', '17', '216', '', '', ''], 'Neutral')
(['Fri Jun 24 11:29:16 +0000 2022'," ""b'RT @brfootball: Lionel Messi celebrates his 35th birthday today.\\n\\nA candle for every trophy he won at Barcelona  https://t.co/GuJVXUN7EF'""", 'SpeedyG_Luis13'," '""<a href=""""http://twitter.com/download/iphone"""" rel=""""nofollow"""">Twitter for iPhone</a>""'", 'Florida🍊', '360', '197', '', '', ''], 'Neutral')
(['Fri Jun 24 11:29:17 +0000 2022'," ""b'RT @Rhysyoung99: https://t.co/olEgmCBUj4'""", 'AliGraham27'," '""<a href=""""http://twitter.com/download/iphone"""" rel=""""nofollow"""">Twitter for iPhone</a>""'", 'From Dalkeith', '667', '583', '', '', ''], 'Neutral')
(['Fri Jun 24 11:29:17 +0000 2022'," ""b'RT @goal: Lionel Andres Messi. https://t.co/wwyLLjVxQk'""", 'adekunle_wasman'," '""<a href=""""http://twitter.com/download/iphone"""" rel=""""nofollow"""">Twitter for iPhone</a>""'", '', '268', '307', '', '', ''], 'Neutral')
(['Fri Jun 24 11:29:18 +0000 2022'," ""b'RT @LaLigaEN: Happy 35th birthday to the Lionel Messi!\\n\\nWho remembers when the Argentine wizardscored four goals in a 5-0 win fo'""", 'nahueljunco10'," '""<a href=""""http://twitter.com/download/iphone"""" rel=""""nofollow"""">Twitter for iPhone</a>""'", 'República Oriental de Peñarol ', '359', '346', '', '', ''], 'Neutral')
(['Fri Jun 24 11:29:18 +0000 2022'," '""b""""RT @ESPNFC: Lionel Messi turns 35 today.\\n\\nThe man was born to win Ballon d\'Ors  https://t.co/UeYnWRCnr1""""""'", 'badru_yahya'," '""<a href=""""http://twitter.com/download/android"""" rel=""""nofollow"""">Twitter for Android</a>""'", '', '22', '560', '', '', ''], 'Neutral')
(['Fri Jun 24 11:29:18 +0000 2022'," ""b'RT @ChampionsLeague:  Sum up Champions League legend Lionel Messi in one word...\\n\\n#UCL'""", 'viictoryFre'," '""<a href=""""http://twitter.com/download/android"""" rel=""""nofollow"""">Twitter for Android</a>""'", '', '626', '522', '', '', ''], 'Neutral')
(['Fri Jun 24 11:29:19 +0000 2022'," ""b'RT @Itunu95796577: Pls help me to retweet my art \\n\\n#Raphinha #AsuuStrikeUpdate SHOWING OFF HER BODY Lionel Andres Messi Nigerian Army O'""", 'tz_dhani'," '""<a href=""""http://twitter.com/download/iphone"""" rel=""""nofollow"""">Twitter for iPhone</a>""'", '', '785', '1532', '', '', ''], 'Neutral')
(['Fri Jun 24 11:29:19 +0000 2022'," ""b'RT @ActuFoot_: Cest lanniversaire du GOAT \\n\\nJoyeux anniversaire  Lionel Messi qui fte aujourdhui ses 35 ans.  https://t.co/72v66s7p'""", 'kylian_natation'," '""<a href=""""http://twitter.com/download/android"""" rel=""""nofollow"""">Twitter for Android</a>""'", '', '141', '488', '', '', ''], 'Neutral')
(['Fri Jun 24 11:29:20 +0000 2022'," '""b\'""""melhor jogador da histria""""\'""'", 'joaopaulo_since'," '""<a href=""""http://twitter.com/download/android"""" rel=""""nofollow"""">Twitter for Android</a>""'", '', '111', '666', '', '', ''], 'Neutral')
(['Fri Jun 24 11:29:20 +0000 2022'," ""b'RT @goal: Lionel Andres Messi. https://t.co/wwyLLjVxQk'""", 'dl_ldn_'," '""<a href=""""http://twitter.com/download/iphone"""" rel=""""nofollow"""">Twitter for iPhone</a>""'", '', '8955', '1546', '', '', ''], 'Neutral')
